currentRanking,displayName,userUrl,tier,points,joined,totalGoldMedals,totalSilverMedals,totalBronzeMedals
1,bestfitting,/bestfitting,grandmaster,221687,2016-09-07,28,8,1
2,Guanshuo Xu,/wowfattie,grandmaster,204592,2015-12-02,15,15,2
3,Psi,/philippsinger,grandmaster,192493,2012-03-29,13,5,0
4,Μαριος Μιχαηλιδης KazAnova,/kazanova,grandmaster,169473,2013-06-24,38,52,38
5,Dieter,/christofhenkel,grandmaster,160728,2017-11-17,13,8,3
6,Giba,/titericz,grandmaster,157675,2012-08-23,54,43,27
7,NQ,/david1013,master,122166,2017-09-28,1,3,0
8,dott,/dott1718,grandmaster,119437,2013-02-14,10,4,1
9,Ahmet Erdem,/aerdem4,grandmaster,117350,2015-11-22,12,14,2
10,CPMP,/cpmpml,grandmaster,108556,2012-12-16,15,16,4
11,Russ Wolfinger,/sasrdw,grandmaster,97360,2015-07-30,14,7,1
12,Qishen Ha,/haqishen,grandmaster,94092,2015-10-22,7,4,2
13,Bojan Tunguz,/tunguz,master,92846,2015-09-11,7,16,27
14,beluga,/gaborfodor,grandmaster,92415,2011-10-05,12,11,11
15,ONODERA,/onodera,grandmaster,85896,2015-03-24,7,11,2
16,Gary,/garybios,grandmaster,85495,2017-09-16,8,8,0
17,DungNB,/nguyenbadung,master,85430,2017-11-06,3,10,4
18,Liao,/alexanderliao,grandmaster,85222,2017-10-12,7,11,4
19,pudae,/pudae81,grandmaster,83536,2017-01-01,7,6,2
20,keetar,/keetar,master,83213,2016-08-31,3,1,0
21,alijs,/alijs1,grandmaster,81812,2016-07-20,8,16,10
22,Mathurin Aché,/mathurinache,master,81215,2011-10-11,5,31,38
23,Oleg Yaroshevskiy,/yaroshevskiy,grandmaster,78978,2016-11-21,5,14,1
24,Ian Pan,/vaillant,grandmaster,77028,2015-01-14,5,5,0
25,Selim Seferbekov,/selimsef,grandmaster,76014,2016-02-20,6,3,1
26,SeuTao,/shentao,grandmaster,75334,2017-04-16,11,4,2
27,n01z3,/drn01z3,grandmaster,74927,2015-08-27,12,20,6
28,Bo,/boliu0,grandmaster,74486,2017-06-11,9,4,4
29,Art,/artkulak,master,73566,2018-08-09,1,2,4
30,ZFTurbo,/zfturbo,grandmaster,72005,2015-11-08,21,25,9
31,Jiayang Gao,/nullrecurrent,master,70949,2019-09-02,2,2,0
32,outrunner,/outrunner,grandmaster,69442,2017-02-28,5,14,3
33,limerobot,/limerobot,grandmaster,69192,2018-02-22,6,3,0
34,Ryan Wong,/taggatle,master,68839,2017-11-26,1,2,1
35,Tom Van de Wiele,/tvdwiele,master,68370,2016-04-11,4,0,0
36,tito,/its7171,grandmaster,67811,2016-03-06,8,11,0
37,Ilia Larchenko,/ilialar,master,67428,2017-03-08,1,12,8
38,Theo Viel,/theoviel,grandmaster,65899,2018-07-12,5,7,3
39,poteman,/poteman,master,65090,2015-11-05,6,12,9
40,See--,/seesee,master,64029,2016-09-11,3,12,4
41,Silogram,/psilogram,grandmaster,63956,2012-12-09,17,30,12
42,andrekos,/andrekos,expert,63498,2012-03-19,0,7,29
43,Chris Deotte,/cdeotte,grandmaster,60923,2018-03-14,5,7,4
44,YuryBolkonsky,/bolkonsky,grandmaster,60694,2017-07-30,6,16,7
45,vecxoz,/vecxoz,grandmaster,60658,2016-04-25,5,15,7
46,DmitryS,/simakov,master,60595,2016-04-26,3,7,4
47,Kohei,/confirm,grandmaster,60325,2011-02-16,19,33,19
48,R Guo,/rguo97,master,56951,2019-08-20,4,3,1
49,YeonJun IN,/mbnb8317,expert,56608,2018-03-16,1,1,0
50,Konstantin Gavrilchik,/dempton,grandmaster,56150,2016-10-30,5,15,1
51,Paulo Pinto,/paulorzp,master,55320,2016-02-22,1,12,16
52,icecuber,/icecuber,expert,54534,2016-07-16,2,0,0
53,Vlad Golubev,/golubev,grandmaster,53083,2017-09-19,6,9,9
54,Rob Mulla,/robikscube,master,53051,2016-06-18,4,8,8
55,yelan,/lanjunyelan,grandmaster,52506,2018-08-28,7,4,0
56,Weimin Wang,/weimin,grandmaster,51008,2014-06-04,11,8,4
57,Nikita Churkin,/churkinnikita,master,50497,2016-04-06,2,11,4
58,YouHan Lee,/youhanlee,grandmaster,49305,2017-07-05,6,8,8
59,Mike Kim,/mikeskim,grandmaster,48680,2012-10-22,7,39,28
60,Dmytro Danevskyi,/ddanevskyi,grandmaster,48380,2016-01-25,5,8,2
61,deoxy,/linshokaku,master,48251,2019-11-27,1,2,0
62,David,/tivfrvqhs5,grandmaster,48127,2017-01-29,8,5,6
63,Nanashi,/jesucristo,expert,47737,2019-02-04,0,11,9
64,earhian,/qiaojian,grandmaster,47678,2017-11-07,8,7,0
65,Y.Nakama,/yasufuminakama,grandmaster,47467,2018-03-06,5,5,3
66,Chun Ming Lee,/leecming,master,46977,2017-04-18,3,2,0
67,Tom,/tikutiku,master,46580,2018-01-19,2,6,1
68,takuoko,/takuok,grandmaster,46439,2016-12-20,5,7,8
69,Manuel Campos,/coreacasa,master,45979,2017-11-28,1,14,9
70,Victor Durnov,/victorsd,grandmaster,45799,2016-02-01,6,8,3
71,Matt Motoki,/mmotoki,master,45523,2015-04-11,3,14,9
72,Vopani,/rohanrao,grandmaster,44893,2013-07-09,8,14,7
73,tereka,/tereka,master,44692,2015-01-16,3,17,4
74,Adel Valiullin,/mystery,expert,44372,2016-02-28,0,9,17
75,Helgi,/helgith,master,44335,2015-08-24,2,9,7
76,KF,/kfujikawa,master,44206,2018-10-02,4,1,0
77,Miras Amir,/amiras,grandmaster,44194,2015-09-05,5,7,0
78,Hikkiiiiiiiii,/wochidadonggua,grandmaster,44166,2017-06-05,5,2,3
79,乔世吉(Shiji Qiao),/qiaoshiji,grandmaster,43405,2016-12-26,6,7,8
80,Bac Nguyen,/backaggle,master,43371,2018-05-24,4,12,9
81,Light,/berserker408,master,43322,2017-06-21,4,11,4
82,Matthias,/matthiasanderer,expert,43108,2015-10-23,2,0,0
83,Ouranos,/ouranos,master,42705,2014-07-26,4,21,9
84,KeepLearning,/mathormad,grandmaster,42599,2017-04-24,5,13,8
85,Xuan Cao,/naivelamb,grandmaster,42552,2017-03-31,7,7,1
86,Yuanhao,/wuyhbb,grandmaster,42455,2017-09-25,8,7,2
87,Abhishek Thakur,/abhishek,grandmaster,42408,2011-01-12,19,32,21
88,Aimoldin Anuar [dsmlkz] ,/sneddy,master,42403,2016-02-23,3,6,2
89,Nat Bel ML Fun,/natbel4ml,expert,42384,2016-06-22,0,11,18
90,Alvor,/allvor,master,42309,2018-01-18,3,12,4
91,Appian,/appian,master,42303,2018-07-16,2,12,0
92,Maciej Sypetkowski,/maciejsypetkowski,master,41598,2018-12-19,2,5,0
93,Eureka,/pengyan,grandmaster,41386,2014-02-28,23,28,6
94,Dmitry Larko,/dmitrylarko,grandmaster,41380,2012-10-20,15,16,7
95,<^..^>,/brightertiger,master,41051,2017-07-06,3,11,3
96,Vicens Gaitan,/vicensgaitan,master,40378,2014-11-04,4,22,9
97,Ilu,/ilu000,master,40314,2019-01-05,3,4,3
98,Arthur  Llau,/arthurllau,master,40179,2015-12-15,2,13,18
99,tarobxl,/tarobxl,grandmaster,40175,2016-05-19,6,12,12
100,Tom57,/thomastilli,master,40008,2014-02-11,3,9,9
101,Kha Vo,/khahuras,master,39983,2018-04-17,6,7,0
102,Patrick Yam,/wimwim,master,39791,2018-05-11,1,5,1
103,zr,/mzr2017,grandmaster,39727,2017-03-30,5,5,1
104,rafiko1,/rafiko1,master,39631,2015-11-25,1,2,1
105,Luca Massaron,/lucamassaron,master,39519,2011-10-26,4,33,43
106,30CrMnSiA,/h4211819,grandmaster,39034,2017-01-03,7,8,2
107,Marek Nurzynski,/marek3000,expert,38910,2017-01-28,0,2,15
108,Isamu,/yamsam,master,38183,2017-12-07,1,5,1
109,felixoneberlin,/felixoneberlin,expert,37997,2015-12-01,2,0,0
110,Costas Voglis,/voglinio,master,37869,2015-01-14,3,17,7
111,James Davis,/lorentztrans,expert,37862,2018-07-06,1,1,0
112,b.e.s.,/ybabakhin,grandmaster,37703,2015-03-04,7,3,6
113,Dmitry Kozlov,/dkozlov,expert,37658,2015-08-28,0,7,9
114,toshi_k,/toshik,master,37516,2014-03-07,4,19,5
115,Kirderf,/kirderf,expert,37073,2019-10-25,0,1,5
116,Pavel Ostyakov,/pavelost,grandmaster,37030,2016-02-23,8,2,2
117,Kishore M,/reachkishore,expert,37024,2016-03-08,0,3,13
118,ouyangxuan,/oyxuan,master,36765,2017-10-31,3,5,0
119,Jiwei Liu,/jiweiliu,grandmaster,36529,2013-05-09,16,28,11
120,Nooh,/nuhsikander,expert,36216,2016-10-28,0,7,13
121,fam_taro,/yukkyo,master,36208,2018-02-26,2,2,0
122,Random_prediction,/rytisva88,master,36148,2018-03-20,1,7,1
123,phalanx,/phalanx,master,36125,2018-02-08,4,5,0
124,TerenceLiu,/terenceliu4444,grandmaster,36088,2017-06-07,6,9,3
125,kojimar,/kojimar,expert,36012,2018-04-08,0,4,7
126,Antonio Marin,/amezet,expert,35967,2015-07-07,0,6,8
127,Seawolf,/xiwuhan,expert,35874,2019-01-09,1,1,1
128,louis,/darkcoeus,master,35780,2019-06-19,4,1,0
129,raddar,/raddar,grandmaster,35736,2015-08-24,11,15,7
130,Kyle Lee,/kylelee,grandmaster,35671,2015-12-30,8,10,3
131,NguyenThanhNhan,/andy2709,master,35611,2017-06-20,4,9,1
132,DavidGbodiOdaibo,/godaibo,grandmaster,35085,2015-06-16,5,13,10
133,Atanas Atanasov,/atanasova,master,35072,2017-07-24,2,23,9
134,Eugene Khvedchenya,/bloodaxe,master,34944,2017-12-19,4,2,4
135,Sergey Bryansky,/sggpls,master,34870,2016-01-12,4,7,4
136,Chahhou Mohamed,/mchahhou,grandmaster,34746,2013-10-19,7,10,2
137,Gilles Vandewiele,/group16,master,34423,2015-10-15,3,2,1
138,Cola,/kelexu,grandmaster,34405,2015-02-23,9,19,8
139,Kun Hao Yeh,/khyeh0719,master,34394,2017-09-13,6,8,3
140,ValeriyBabushkin,/venheads,grandmaster,34353,2016-08-18,6,21,4
141,Javu,/x2x21x21x21,expert,34304,2019-10-10,1,0,2
142,lyakaap,/lyakaap,grandmaster,34213,2017-07-29,5,4,3
143,Jan Bre,/jpbremer,master,34104,2019-01-08,2,3,4
144,arutema47,/kyoshioka47,master,34101,2019-07-26,1,2,2
145,Yiheng (Venn) Wang,/yiheng,master,34036,2016-08-09,5,11,2
146,Mickey,/symyksr,master,33865,2013-10-05,3,19,12
147,Kage_Yonko,/projdev,expert,33663,2019-03-30,0,5,7
148,nosound,/zaharch,master,33545,2018-09-13,4,4,2
149,Striderl,/strider1125,master,33297,2016-12-13,2,4,1
150,heartkilla,/aruchomu,expert,33071,2018-06-17,1,1,3
151,mark4h,/mark4h,master,32922,2017-08-03,2,3,2
152,Miroslav Valan,/valanm,expert,32834,2018-01-16,0,6,8
153,Ruslan Baikulov,/romul0212,grandmaster,32779,2016-02-18,5,4,0
154,shimacos,/shimacos,master,32459,2017-08-22,2,3,4
155,yabea,/yukia18,master,32186,2018-04-22,2,3,0
156,Serigne ,/serigne,master,32156,2017-03-18,2,12,6
157,Andrey Kiryasov,/ekydna,grandmaster,32141,2016-01-15,5,10,1
158,DrHB,/drhabib,master,32135,2017-03-27,3,6,3
159,avsanjay,/avsanjay,master,32088,2017-06-04,1,6,2
160,Cl_ev,/cl2ev1,expert,31960,2015-12-25,2,0,2
161,Evgeny Patekha,/johnpateha,grandmaster,31895,2016-02-04,9,5,1
162,YaGana Sheriff-Hussaini,/sheriytm,expert,31822,2017-02-05,0,16,15
163,monsaraida,/monsaraida,master,31802,2019-01-03,1,2,3
164,cuicheng,/slimcat,master,31452,2019-04-11,5,0,0
165,Dmytro Poplavskiy,/dmytropoplavskiy,grandmaster,31412,2016-10-07,9,1,0
166,fakeplastictrees,/fakeplastictrees,grandmaster,31340,2014-02-24,8,12,2
167,SeshuRajuP 🧘‍♂️,/seshurajup,expert,31164,2016-10-21,0,6,3
168,Azat Davletshin,/davletag,master,31153,2015-08-31,3,2,2
169,senkin13,/senkin13,grandmaster,31109,2016-09-14,6,4,3
170,hmdhmd,/hmdhmd,master,31027,2016-01-27,3,7,1
171,Khoi Nguyen,/suicaokhoailang,master,31023,2018-01-24,4,3,2
172,scumed,/scusywxy,master,30986,2019-07-21,3,0,2
173,Little Boat,/xiaozhouwang,grandmaster,30959,2014-04-20,18,19,6
174,Max Jeblick,/maxjeblick,master,30933,2017-11-21,3,3,2
175,Sergei Fironov,/sergeifironov,grandmaster,30927,2012-11-30,8,2,5
176,CatEek,/cateek,master,30687,2017-12-11,2,5,3
177,‎,/hengck23,master,30659,2013-07-11,4,8,5
178,daishu,/daishu,grandmaster,30341,2017-05-29,6,4,1
179,monty ponty,/dmitriyab,master,30315,2016-07-25,2,3,0
180,lingyundev,/lingyundev,master,30311,2016-04-06,6,1,0
181,Nick Mamonov,/nickmamonov,expert,30255,2020-03-03,1,1,0
182,yuval reina,/yuval6967,grandmaster,30165,2018-01-15,5,3,0
183,neongen,/neongen,master,30071,2016-04-24,2,16,12
184,Branden Murray,/brandenkmurray,grandmaster,29893,2013-12-21,7,18,5
185,olivier,/ogrellier,master,29786,2016-01-02,2,9,6
186,Ceshine Lee,/ceshine,master,29776,2013-05-14,1,17,12
187,Hidehisa Arai,/hidehisaarai1213,master,29629,2017-12-12,4,2,3
188,Draconda,/ryunosukeishizaki,master,29587,2019-01-22,3,6,1
189,anokas,/anokas,grandmaster,29136,2016-01-16,9,9,5
190,KaizaburoChubachi,/zaburo,master,29135,2015-08-30,2,5,1
191,Jack (Japan),/rsakata,grandmaster,29101,2014-02-26,5,11,5
192,Manoj Prabhakar,/manojprabhaakr,expert,28984,2015-09-05,0,3,10
193,currypurin,/currypurin,master,28946,2017-03-04,3,4,5
194,nyanp,/nyanpn,master,28941,2018-01-05,2,5,1
195,Renjie Qian,/rjqian,expert,28717,2017-06-26,1,1,0
196,Eduardo Rocha de Andrade,/arc144,master,28668,2018-02-18,3,9,0
197,sheep,/steamedsheep,master,28557,2016-11-27,2,6,2
198,Darragh,/darraghdog,grandmaster,28418,2014-07-03,11,10,2
199,huiqin,/qinhui1999,master,28403,2017-05-23,4,7,9
200,Bo Peng,/bopengiowa,expert,28352,2015-07-15,0,5,5
201,Gold Retriever ,/tonychenxyz,expert,28292,2017-07-02,0,3,3
202,Camaro,/bamps53,master,28112,2018-01-16,2,6,1
203,Konstantin Yakovlev,/kyakovlev,master,27937,2018-10-25,1,4,1
204,Nikolay Prokoptsev,/nprokoptsev,master,27923,2017-09-26,2,3,2
205,Niranjan Nakkala,/niranjanmudhiraj,expert,27852,2015-06-25,0,1,8
206,Jie Wu,/lftuwujie,master,27804,2016-02-16,3,11,6
207,Lawrence Chernin,/lawrencechernin,expert,27781,2012-11-11,0,4,15
208,toxu,/tonyxu,master,27533,2016-08-25,3,1,0
209,Meng Di,/hughshaoqz,master,27497,2018-10-08,4,5,1
210,Sogna,/songwonho,master,27370,2017-07-24,4,6,2
211,hiromu,/hiromoon166,master,27324,2017-12-15,2,2,1
212,Iafoss,/iafoss,master,27146,2017-08-12,3,9,2
213,rishigami,/rishigami,master,27106,2018-04-10,2,5,1
214,Pietro Marinelli,/pietromarinelli,expert,27012,2013-03-08,0,14,19
215,Fumihiro Kaneko,/sai11fkaneko,expert,26885,2019-06-29,0,7,0
216,MPWARE,/mpware,master,26813,2016-08-28,2,8,1
217,spongebob,/baomengjiao,grandmaster,26799,2017-03-23,6,10,1
218,‎‎,/jtrotman,master,26623,2015-05-05,2,30,12
219,Konstantin Nikolaev,/kostoglot,master,26604,2017-05-02,2,5,0
220,Yury Kashnitsky,/kashnitsky,master,26578,2014-03-27,1,5,2
221,Cedric Damien,/cedricdamien,expert,26571,2017-11-16,1,0,4
222,Ern,/erniechiew,master,26385,2017-08-02,3,10,1
223,Shai,/sgalib,grandmaster,26361,2016-11-16,5,9,3
224,OsciiArt,/osciiart,master,26315,2017-03-31,1,8,3
225,Michael Jahrer,/mjahrer,grandmaster,26065,2010-06-25,16,11,3
226,HyperSeedOptimized,/gideonteo,master,25999,2016-07-28,2,2,0
227,Lindada,/a763337092,master,25966,2016-09-16,2,9,3
228,e-toppo,/masatomatsui,master,25893,2018-06-01,2,6,3
229,Mukharbek Organokov,/muhakabartay,expert,25861,2018-04-04,0,4,6
230,Jeremy Ma,/junweima,master,25708,2017-08-18,3,0,1
231,Wenjing Zhang,/nywenjing,expert,25686,2019-09-13,1,1,0
232,Jonny Lee,/wuliaokaola,expert,25557,2018-06-20,1,1,2
233,narsil,/narsil,master,25551,2015-12-28,3,9,0
234,Alexander  Larko,/alexxanderlarko,grandmaster,25455,2010-05-14,13,29,33
235,Komaki,/ckomaki,grandmaster,25331,2012-11-13,5,7,3
236,Vladimir Larin,/vlarine,master,25276,2015-02-18,2,10,19
237,weiwei,/shixw125,grandmaster,25256,2016-04-16,9,6,4
238,bmci,/bmcinnovo,master,25225,2017-01-16,1,9,14
239,TeraFlops,/sekrier,expert,25202,2016-03-03,0,6,11
240,Ilya Kibardin,/ikibardin,grandmaster,25163,2016-12-25,5,7,1
241,sakami,/sakami,master,25092,2018-08-07,2,2,0
242,Mikhail Druzhinin,/dipetm,expert,25084,2018-03-11,1,1,0
243,Amed ,/amedprof,expert,25075,2019-02-23,2,0,3
244,x0x0w1,/x0x0w1,master,24991,2016-05-31,2,17,3
245,tascj,/tascj0,master,24969,2015-07-10,1,5,1
246,Zoltan,/szabo7zoltan,master,24937,2018-04-14,1,3,2
247,hoxosh,/cashfeg,master,24868,2012-03-02,3,18,6
248,Sugawarya,/sugawarya,master,24842,2017-09-05,3,8,4
249,chicm,/idv2005,master,24465,2016-08-27,3,8,9
250,yu4u,/ren4yu,master,24462,2016-10-09,2,6,2
251,taco,/atagiyuya,expert,24460,2019-12-22,1,0,2
252,Chia-Ta Tsai,/cttsai,expert,24413,2014-12-22,0,4,6
253,CoreyLevinson,/returnofsputnik,master,24342,2017-08-29,3,6,4
254,ivovkanych,/ivovkanych,master,24252,2015-12-17,3,0,0
255,Janos,/janosk21,expert,24190,2015-04-07,0,9,21
256,Igor Krashenyi,/igorkrashenyi,master,24155,2014-06-12,3,11,5
257,SeongHun Jeong,/sunghun,master,24154,2016-02-03,1,4,0
258,smileimg,/renhui111111,master,24094,2018-03-20,3,0,0
259,Siavash,/siavrez,expert,23983,2018-12-06,0,8,2
260,ChienYiChi,/ericji,master,23980,2014-11-25,2,2,4
261,Gultekin Gunduz,/gggggggggggggggg,expert,23980,2019-02-03,1,1,3
262,Roman Vlasov,/romavlasov,master,23967,2017-07-27,2,3,0
263,Eric Vos,/a45632,expert,23807,2016-12-12,0,5,9
264,eagle4,/chabir,master,23719,2015-07-22,1,6,6
265,Ulrich G.,/ulrich07,expert,23679,2017-10-20,1,0,5
266,Takuya Akiyama,/mtfall,master,23666,2015-03-16,2,10,1
267,To Train Them Is My Cause,/rhgrossm,master,23633,2016-12-08,3,14,3
268,Konstantin Lopuhin,/lopuhin,grandmaster,23606,2011-10-27,5,3,2
269,Miha Skalic,/mihaskalic,master,23582,2014-07-05,5,5,1
270,Olga Ivanova ,/olgaiv39,expert,23481,2016-12-12,0,1,4
271,Sandeep Attree,/sattree,expert,23411,2015-09-01,2,0,1
272,Masoud Farivar,/engenious,master,23344,2014-11-13,2,7,7
273,nagiss,/nagiss,master,23307,2018-08-11,2,4,0
274,Khanh Vu,/duykhanh99,expert,23305,2018-11-15,0,7,7
275,liuzhangzhen,/liuzhangzhen,expert,23273,2017-04-18,0,2,3
276,digimagi,/digimagi,expert,23108,2018-08-12,0,2,3
277,Wei Hao Khoong,/khoongweihao,expert,23077,2018-03-20,0,4,5
278,Vladimir,/vladimirsydor,master,23017,2018-03-05,1,4,2
279,🐢 Jun Koda,/junkoda,expert,22949,2017-03-09,2,0,1
280,Ke,/raykoo,master,22912,2017-08-21,2,2,0
281,Zidmie,/zidmie,master,22890,2015-01-06,5,3,1
282,Andres Torrubia,/antorsae,master,22857,2011-04-05,2,7,2
283,Hirokazu Takoi,/takoihiraokazu,master,22838,2016-05-24,2,6,1
284,Morphy,/murphy89,master,22834,2015-01-13,3,5,3
285,4ui_iurz1,/uiiurz1,master,22795,2016-12-28,2,6,1
286,Santiago Mota,/santiagomota,master,22793,2013-02-26,1,5,11
287,Frank Puk,/pukkinming,master,22737,2014-02-28,1,2,6
288,Mark Conway,/mconway,expert,22733,2013-11-12,0,0,4
289,NoLogic,/veeralakrishna,expert,22729,2019-02-09,0,2,1
290,Alexander Polyakov,/alexpolyakov,master,22661,2019-02-05,1,4,1
291,owruby,/owruby,master,22534,2017-01-29,4,5,5
292,cmanning,/cmanning,expert,22533,2013-05-14,0,4,3
293,guang.ster,/guangweiyu,master,22451,2014-02-11,4,1,1
294,Soonhwan Kwon,/soonhwankwon,expert,22432,2014-03-13,0,12,11
295,Jhui He,/hesene,master,22394,2018-09-13,4,2,0
296,adityasinha,/adityakumarsinha,master,22327,2016-06-29,2,17,5
297,Nima Shahbazi,/nimashahbazi,grandmaster,22325,2015-04-20,9,9,0
298,Neuron Engineer,/ratthachat,expert,22293,2017-10-27,0,8,4
299,bird,/whitebird,grandmaster,22281,2015-12-12,5,9,1
300,jacobkie,/jacobkie,master,22256,2016-06-04,4,4,1
301,flowlight,/flowlight,master,22157,2013-11-29,3,5,1
302,Fatih,/fatihozturk,grandmaster,22143,2017-01-11,7,4,2
303,Eric Freeman,/ericfreeman,expert,22083,2014-01-14,0,4,2
304,Kartik Godawat,/crazydiv,expert,21976,2016-07-12,0,4,12
305,Akash G,/akashsuper2000,expert,21948,2018-06-23,0,0,3
306,ld,/dandingclam,master,21938,2019-10-26,1,8,3
307,student,/liger1776,expert,21857,2018-06-06,0,2,4
308,m.y.,/futureboykid,master,21799,2017-10-10,1,2,0
309,mrkmakr,/mrkmakr,master,21780,2017-04-12,1,6,3
310,Rinat,/trytolose,master,21775,2017-01-20,2,3,0
311,ishikei,/amanatsu,master,21742,2018-03-20,1,3,3
312,Magnus,/magnus7,expert,21720,2015-01-09,0,1,4
313,Zili Wang,/ziliwang,master,21663,2017-11-30,1,2,2
314,authman,/authman,expert,21653,2017-02-28,0,9,6
315,Daniel FG,/danielfg,grandmaster,21636,2014-08-03,9,11,5
316,Andrij,/aikhmelnytskyy,expert,21625,2018-12-18,1,1,3
317,jleecook,/jleecook,expert,21582,2017-03-14,1,1,2
318,mhiro2,/mhiro2,master,21573,2015-07-24,3,5,2
319,Ray Melius,/xabonum,expert,21452,2019-03-20,0,2,7
320,Shize Su,/sushize,grandmaster,21446,2014-02-06,17,20,7
321,Emin ,/meminozturk,master,21347,2016-05-13,3,3,0
322,interneuron,/interneuron,master,21309,2018-05-11,1,6,2
323,all_random,/a11rand0m,master,21098,2016-01-01,2,9,5
324,Mark Peng,/markpeng,master,21072,2014-05-29,2,8,9
325,Xie29,/xiejialun,master,21016,2019-08-24,1,3,0
326,Ren,/ryanzhang,expert,20951,2014-02-01,0,14,5
327,Lei,/ll490187880,master,20902,2018-03-09,2,1,0
328,bluetrain,/stecasasso,master,20885,2017-01-10,2,7,3
329,Maksims Volkovs,/mvolkovs,grandmaster,20828,2012-07-04,6,2,2
330,Phoenix,/phoenix9032,expert,20805,2018-09-11,0,7,9
331,plantsgo,/plantsgo,grandmaster,20782,2016-10-12,6,3,2
332,IHiroaki,/ihiroaki,expert,20757,2020-01-08,1,1,1
333,Stanislav Blinov,/stanislavblinov,expert,20738,2019-02-25,0,3,5
334,SiNpcw,/sinpcw,master,20728,2018-10-22,2,3,1
335,JL,/jilian,master,20700,2019-03-18,3,2,0
336,Arunkumar Venkataramanan,/arunkumarramanan,expert,20657,2017-03-08,0,0,4
337,Prashant Kikani,/prashantkikani,expert,20650,2017-09-16,0,1,9
338,CHAN,/currylc,master,20585,2017-04-16,4,0,1
339,YujiAriyasu,/yujiariyasu,expert,20362,2019-07-14,1,1,1
340,NxGTR,/carloshuertas,master,20273,2014-11-25,1,17,20
341,tkm2261,/tkm2261,master,20206,2015-10-06,3,5,3
342,u1234x1234,/u1234x1234,grandmaster,20185,2014-01-31,5,0,6
343,kaerururu,/kaerunantoka,master,20184,2018-08-07,2,2,2
344,Strideradu,/strideradu,master,20145,2015-05-12,4,11,5
345,RDizzl3,/rdizzl3,master,20126,2015-02-08,4,8,4
346,Mohsin hasan,/tezdhar,master,20111,2014-11-19,2,10,6
347,Podpall,/podpall,expert,20095,2017-08-11,1,0,1
348,JohnM,/jpmiller,expert,20070,2015-05-31,0,9,21
349,Y. O.,/yuooka,master,20049,2017-06-18,1,2,3
350,Phi,/ajinomoto132,master,20029,2019-02-23,1,5,8
351,Chanran Kim,/seriousran,expert,20024,2017-08-01,0,2,6
352,jinx,/jinchangxu,expert,20015,2017-05-09,2,0,0
353,Cheng Yanhua,/chengyanhua,expert,20015,2019-12-20,2,0,0
354,yangDDD,/yangddd,master,19934,2017-12-04,3,4,4
355,Shin Siang Choong,/css919,master,19868,2018-09-02,1,5,1
356,gavrand,/agavranis,expert,19827,2015-08-04,0,8,24
357,Wenlu,/ywenlu,expert,19790,2014-12-20,1,1,0
358,程序,/xucheng,master,19782,2017-06-19,3,9,3
359,u++,/sishihara,master,19774,2018-02-09,1,4,2
360,Mark Chen,/mychen,expert,19746,2019-05-14,1,0,1
361,Firas Baba,/rinnqd,master,19732,2018-04-04,1,8,1
362,rc95401,/rc95401,expert,19691,2015-05-23,0,0,7
363,Artyom Palvelev,/artyomp,master,19670,2018-04-26,2,8,7
364,Panos,/panosc,master,19642,2014-11-06,1,8,14
365,ns64,/ns6464,master,19563,2016-03-21,2,4,2
366,Marisaka Mozz,/marisakamozz,expert,19547,2018-04-22,1,1,0
367,mlandry,/mlandry,grandmaster,19496,2012-07-01,6,28,19
368,Sergey Zhitansky,/szhitansky,master,19491,2015-09-10,1,2,12
369,Danijel Kivaranovic,/danijelk,grandmaster,19458,2014-03-22,6,4,1
370,idle_speculation,/speculation,grandmaster,19387,2013-07-13,8,9,6
371,Li-Der,/liderchang,master,19338,2012-05-21,3,22,5
372,Moiz Saifee,/moizsaifee,master,19297,2018-01-10,2,5,5
373,Artyom Lyan,/arli2016,master,19245,2016-03-08,1,4,3
374,U023,/ryutek,expert,19131,2014-12-03,0,8,15
375,Stanislav Semenov,/stasg7,grandmaster,19119,2013-12-13,28,9,0
376,YuyaYamamoto,/nejumi,master,19072,2016-03-29,3,7,1
377,Aman.cyberia,/cyberia,expert,19071,2016-03-08,0,0,2
378,Shujun,/shujun717,expert,19039,2019-06-16,1,1,0
379,Elahi,/mmelahi,expert,18982,2018-08-21,1,1,2
380,Reza,/vaghefi,master,18937,2019-03-22,1,5,1
381,chizhu,/chizhu2018,master,18889,2018-02-02,4,6,3
382,yukiya,/nyleve,expert,18880,2017-11-23,0,4,11
383,Yoshihiro Nishizono,/ynishizono,expert,18877,2018-12-26,0,5,7
384,Robin Smits,/rsmits,expert,18805,2017-05-14,0,6,6
385,Patrick Chan,/drpatrickchan,master,18800,2012-09-12,1,7,16
386,(￣^￣)ゞ,/hugejj,master,18772,2015-11-26,4,3,0
387,kkiller,/kneroma,expert,18755,2017-12-15,1,0,4
388,Dr. Knope,/drknope,master,18674,2016-09-18,1,6,5
389,s_shohei,/iiyamaiiyama,expert,18674,2018-09-30,0,5,2
390,Maxwell,/maxwell110,master,18670,2015-12-02,2,5,0
391,Gleb Anferov,/hitman47,master,18660,2016-11-17,2,8,4
392,Ching-Loong Seow,/chingloong,master,18651,2016-07-13,1,7,2
393,robga,/robga,master,18614,2018-01-25,1,4,1
394,Jie Lu,/jielu0728,master,18612,2015-11-01,1,8,1
